driver id,driver_role,driver_city_name,sign_up,sign_up_date,regular,regular_date,bind_car,bind_car_date,available,available_date,main_channel,car_factory_year,brand_id,inn_id,first_download_time,driver_first_trip_date,driver_last_trip_date,car_first_trip_date,acceptance,trips,,,,,,,,,
8470311961524,Driver from fleet,Munich,Sign up,27/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961527,Driver from fleet,Munich,Sign up,24/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,25/01/2021,Organic,null,null,null,24/01/2021,null,null,null,null,null,,,,,,,,,
8470311961528,Driver from fleet,Munich,Sign up,27/01/2021,Regular,28/01/2021,Bind car,28/01/2021,Available,28/01/2021,Organic,null,null,null,24/01/2021,null,null,null,null,null,,,,,,,,,
8470311961529,Driver from fleet,Panama City,Sign up,24/01/2021,Regular,25/01/2021,Bind car,24/01/2021,Available,26/01/2021,Fleet,2020,1014091,null,13/01/2021,27/01/2021,07/04/2021,27/01/2021,758,594,,,,,,,,,
8470311961530,Driver from fleet,Panama City,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961532,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961533,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961535,Driver from fleet,Panama City,Sign up,26/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961537,Driver from fleet,Munich,Sign up,27/01/2021,Regular,27/01/2021,Bind car,28/01/2021,Available,03/02/2021,Organic,null,null,null,17/01/2021,31/01/2021,07/04/2021,null,212,189,,,,,,,,,
8470311961542,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961543,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,25/01/2021,Bind car,27/01/2021,Available,27/01/2021,Organic,2008,1013769,null,24/01/2021,29/01/2021,29/01/2021,29/01/2021,8,7,,,,,,,,,
8470311961566,Driver from fleet,Munich,Sign up,24/01/2021,Regular,26/01/2021,Bind car,24/01/2021,Not available,null,Fleet,2013,1014250,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311961568,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961568,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,25/01/2021,Bind car,27/01/2021,Available,27/01/2021,Organic,2006,1014309,null,24/01/2021,28/01/2021,18/03/2021,28/01/2021,296,271,,,,,,,,,
8470311961569,Driver from fleet,Munich,Sign up,24/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,25/01/2021,Referral,2006,1014485,null,04/01/2021,28/01/2021,28/01/2021,28/01/2021,2,2,,,,,,,,,
8470311961570,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961574,Driver from fleet,Panama City,Sign up,24/01/2021,Regular,25/01/2021,Not bind car,null,Not available,null,Organic,null,null,null,24/01/2021,null,null,null,null,null,,,,,,,,,
8470311961575,Driver from fleet,Munich,Sign up,24/01/2021,Regular,25/01/2021,Bind car,26/01/2021,Available,04/02/2021,Organic,2009,1014331,null,24/01/2021,05/02/2021,08/02/2021,05/02/2021,18,18,,,,,,,,,
8470311961576,Driver from fleet,Panama City,Sign up,24/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,25/01/2021,Organic,2013,1014309,null,24/01/2021,04/02/2021,19/02/2021,04/02/2021,60,51,,,,,,,,,
8470311961582,Driver from fleet,Panama City,Sign up,24/01/2021,Regular,25/01/2021,Bind car,26/01/2021,Available,26/01/2021,Organic,2006,1014544,null,24/01/2021,05/02/2021,01/04/2021,05/02/2021,67,64,,,,,,,,,
8470311961585,Driver from fleet,Riyadh,Sign up,24/01/2021,Regular,26/01/2021,Bind car,24/01/2021,Not available,null,Fleet,2018,1014497,null,26/01/2021,27/01/2021,12/03/2021,27/01/2021,32,29,,,,,,,,,
8470311961602,Driver from fleet,Panama City,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Offline,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961602,Driver from fleet,Riyadh,Sign up,24/01/2021,Regular,24/01/2021,Bind car,24/01/2021,Available,31/01/2021,Fleet,2011,1014597,null,24/01/2021,31/01/2021,02/03/2021,31/01/2021,4,3,,,,,,,,,
8470311961604,Driver from fleet,Riyadh,Sign up,24/01/2021,Regular,24/01/2021,Bind car,25/01/2021,Available,25/01/2021,Organic,2006,1014316,null,24/01/2021,null,null,null,null,null,,,,,,,,,
8470311961606,Driver from fleet,Panama City,Sign up,24/01/2021,Regular,25/01/2021,Bind car,26/01/2021,Available,26/01/2021,Fleet,2010,1014494,null,25/01/2021,27/01/2021,01/02/2021,27/01/2021,31,24,,,,,,,,,
8470311961619,Driver from fleet,Munich,Sign up,24/01/2021,Regular,25/01/2021,Bind car,24/01/2021,Available,25/01/2021,Fleet,2019,1014493,null,25/01/2021,25/01/2021,11/04/2021,25/01/2021,1017,741,,,,,,,,,
8470311961632,Driver from fleet,Riyadh,Sign up,29/01/2021,Regular,02/02/2021,Bind car,02/02/2021,Available,02/02/2021,Referral,2019,1014179,null,02/02/2021,03/02/2021,09/02/2021,15/01/2021,114,101,,,,,,,,,
8470311961633,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Bind car,24/01/2021,Not available,null,Fleet,2016,1014309,null,null,null,null,null,null,null,,,,,,,,,
8470311961637,Driver from fleet,Riyadh,Sign up,24/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,26/01/2021,Referral,2013,1014478,null,24/01/2021,27/01/2021,27/01/2021,27/01/2021,6,5,,,,,,,,,
8470311961644,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961646,Driver from fleet,Riyadh,Sign up,24/01/2021,Regular,31/01/2021,Bind car,31/01/2021,Available,01/02/2021,Organic,2018,1014309,null,24/12/2020,02/02/2021,13/04/2021,02/02/2021,83,73,,,,,,,,,
8470311961669,Driver from fleet,Munich,Sign up,21/02/2021,Regular,14/03/2021,Not bind car,null,Not available,null,Organic,null,null,null,20/02/2021,null,null,null,null,null,,,,,,,,,
8470311961670,Driver from fleet,Riyadh,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961677,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961680,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961684,Driver from fleet,Panama City,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961692,Driver from fleet,Panama City,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961696,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961715,Driver from fleet,Munich,Sign up,25/01/2021,Regular,25/01/2021,Bind car,18/02/2021,Available,18/02/2021,Fleet,2013,1014309,null,25/01/2021,27/01/2021,07/04/2021,21/02/2021,170,145,,,,,,,,,
8470311961731,Driver from fleet,Riyadh,Sign up,24/01/2021,Regular,24/01/2021,Bind car,25/01/2021,Available,25/01/2021,Organic,2014,1014309,null,24/01/2021,27/01/2021,27/01/2021,27/01/2021,2,1,,,,,,,,,
8470311961737,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Bind car,24/01/2021,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961742,Driver from fleet,Panama City,Sign up,24/01/2021,Regular,25/01/2021,Bind car,26/01/2021,Not available,null,Fleet,2019,1014493,null,null,null,null,null,null,null,,,,,,,,,
8470311961748,Driver from fleet,Riyadh,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961762,Driver from fleet,Panama City,Sign up,24/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,09/02/2021,Referral,2020,1014493,null,20/01/2021,26/01/2021,12/04/2021,26/01/2021,291,212,,,,,,,,,
8470311961773,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961773,Driver from fleet,Riyadh,Sign up,24/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Not available,null,Organic,2015,1013819,null,24/01/2021,null,null,null,null,null,,,,,,,,,
8470311961779,Driver from fleet,Riyadh,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961793,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961794,Driver from fleet,Munich,Sign up,24/01/2021,Regular,25/01/2021,Bind car,04/04/2021,Not available,null,Offline,null,null,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311961800,Driver from fleet,Panama City,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961808,Driver from fleet,Riyadh,Sign up,24/01/2021,Regular,25/01/2021,Bind car,30/01/2021,Available,30/01/2021,Referral,2019,1014474,null,25/01/2021,11/02/2021,22/03/2021,11/02/2021,206,154,,,,,,,,,
8470311961811,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961815,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961821,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961827,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,22/02/2021,Bind car,26/02/2021,Available,28/02/2021,Offline,2011,1014542,null,21/02/2021,null,null,null,1,0,,,,,,,,,
8470311961866,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,01/02/2021,Not bind car,null,Not available,null,Offline,null,null,null,14/02/2021,null,null,null,null,null,,,,,,,,,
8470311961870,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961873,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961883,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961884,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,27/01/2021,Not bind car,null,Not available,null,Organic,null,null,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311961890,Driver from fleet,Panama City,Sign up,24/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,25/01/2021,Referral,2013,1014478,null,24/01/2021,29/01/2021,30/01/2021,29/01/2021,9,7,,,,,,,,,
8470311961892,Driver from fleet,Riyadh,Sign up,24/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,25/01/2021,Referral,2009,1014485,null,24/01/2021,null,null,null,null,null,,,,,,,,,
8470311961895,Driver from fleet,Munich,Sign up,24/01/2021,Regular,25/01/2021,Bind car,12/03/2021,Available,12/03/2021,Referral,2012,1014309,null,17/12/2020,25/01/2021,13/04/2021,13/03/2021,304,228,,,,,,,,,
8470311961897,Driver from fleet,Riyadh,Sign up,31/01/2021,Not regular,null,Bind car,31/01/2021,Not available,null,Fleet,2007,1014309,null,31/01/2021,null,null,null,null,null,,,,,,,,,
8470311961897,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,25/01/2021,Bind car,26/01/2021,Available,26/01/2021,Organic,2011,1014316,null,17/01/2021,31/01/2021,16/03/2021,31/01/2021,34,24,,,,,,,,,
8470311961911,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961912,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,31/01/2021,Bind car,10/04/2021,Available,10/04/2021,Fleet,2012,1014316,null,02/03/2021,01/02/2021,11/04/2021,11/04/2021,161,125,,,,,,,,,
8470311961927,Driver from fleet,Munich,Sign up,25/01/2021,Regular,03/02/2021,Bind car,02/02/2021,Available,04/02/2021,Organic,2017,1013819,null,04/02/2021,04/02/2021,22/02/2021,04/02/2021,153,137,,,,,,,,,
8470311961942,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961942,Driver from fleet,Munich,Sign up,24/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961948,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961951,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961956,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961957,Driver from fleet,Munich,Sign up,25/01/2021,Regular,25/01/2021,Not bind car,null,Not available,null,Organic,null,null,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311961958,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961963,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961969,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,26/01/2021,Fleet,null,null,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311961970,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961970,Driver from fleet,Munich,Sign up,25/01/2021,Regular,25/01/2021,Not bind car,null,Not available,null,Referral,null,null,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311961976,Driver from fleet,Munich,Sign up,25/01/2021,Regular,25/01/2021,Bind car,12/02/2021,Available,12/02/2021,Organic,2015,1013915,null,22/01/2021,28/01/2021,11/03/2021,18/01/2021,255,209,,,,,,,,,
8470311961978,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311961988,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,05/05/2021,null,null,null,null,null,,,,,,,,,
8470311961990,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,25/01/2021,Bind car,24/03/2021,Available,24/03/2021,Organic,2008,1013691,null,03/01/2021,28/01/2021,05/04/2021,24/03/2021,747,543,,,,,,,,,
8470311961999,Driver from fleet,Riyadh,Sign up,26/01/2021,Regular,26/01/2021,Bind car,26/01/2021,Available,26/01/2021,Organic,2011,1013819,null,25/01/2021,27/01/2021,11/04/2021,27/01/2021,582,502,,,,,,,,,
8470311962001,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,25/01/2021,Not bind car,null,Not available,null,Offline,null,null,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311962007,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962010,Driver from fleet,Munich,Sign up,25/01/2021,Regular,27/01/2021,Bind car,27/01/2021,Available,28/01/2021,Referral,2011,1013680,null,null,28/01/2021,13/03/2021,28/01/2021,219,171,,,,,,,,,
8470311962010,Driver from fleet,Munich,Sign up,25/01/2021,Regular,25/01/2021,Not bind car,null,Not available,null,Referral,null,null,null,null,25/01/2021,01/02/2021,null,173,102,,,,,,,,,
8470311962011,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,25/01/2021,Bind car,08/04/2021,Available,08/04/2021,Referral,2015,1014928,null,27/12/2020,25/01/2021,12/04/2021,09/04/2021,387,281,,,,,,,,,
8470311962012,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962017,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962020,Driver from fleet,Munich,Sign up,25/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,26/01/2021,Referral,2014,1014478,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311962021,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,25/01/2021,Bind car,26/01/2021,Available,26/01/2021,Fleet,2019,1014493,null,25/01/2021,27/01/2021,30/01/2021,27/01/2021,57,54,,,,,,,,,
8470311962029,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962048,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962052,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,25/01/2021,Bind car,08/02/2021,Available,08/02/2021,Referral,2009,1014243,null,08/02/2021,26/01/2021,09/02/2021,08/02/2021,77,62,,,,,,,,,
8470311962057,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Bind car,25/01/2021,Not available,null,Fleet,2013,1013819,null,null,null,null,null,null,null,,,,,,,,,
8470311962058,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,26/01/2021,Bind car,04/03/2021,Available,04/03/2021,Fleet,2019,1014309,null,25/01/2021,02/02/2021,12/03/2021,06/03/2021,9,9,,,,,,,,,
8470311962066,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Bind car,25/01/2021,Not available,null,Fleet,2012,1014309,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311962070,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,26/01/2021,Organic,2007,1013690,null,25/01/2021,28/01/2021,07/02/2021,28/01/2021,6,5,,,,,,,,,
8470311962072,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962073,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Bind car,25/01/2021,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962075,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962080,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,25/01/2021,08/02/2021,13/02/2021,null,28,26,,,,,,,,,
8470311962083,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962083,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,25/01/2021,Referral,2011,1014316,null,25/01/2021,08/02/2021,11/02/2021,08/02/2021,44,39,,,,,,,,,
8470311962097,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,25/01/2021,Bind car,26/01/2021,Available,26/01/2021,Organic,2008,1013689,null,24/01/2021,null,null,null,null,null,,,,,,,,,
8470311962104,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,27/01/2021,Bind car,25/01/2021,Available,27/01/2021,Fleet,2012,1014494,null,26/01/2021,27/01/2021,08/03/2021,27/01/2021,53,47,,,,,,,,,
8470311962112,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962121,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962121,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962123,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,09/02/2021,Bind car,17/02/2021,Available,17/02/2021,Organic,2008,1014309,null,03/01/2021,09/02/2021,12/04/2021,18/02/2021,1260,1022,,,,,,,,,
8470311962127,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,27/01/2021,Bind car,27/01/2021,Available,27/01/2021,Organic,2018,1014421,null,25/01/2021,null,null,null,1,0,,,,,,,,,
8470311962129,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Bind car,25/01/2021,Not available,null,Fleet,2010,1013891,null,null,null,null,null,null,null,,,,,,,,,
8470311962132,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,25/01/2021,Bind car,02/03/2021,Available,02/03/2021,Organic,2017,1013775,null,25/01/2021,27/01/2021,18/02/2021,null,13,11,,,,,,,,,
8470311962135,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,25/01/2021,Not bind car,null,Not available,null,Organic,null,null,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311962139,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,25/01/2021,Not bind car,null,Not available,null,Referral,null,null,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311962140,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,05/02/2021,Bind car,25/01/2021,Available,06/02/2021,Fleet,2014,1014232,null,25/01/2021,13/02/2021,13/04/2021,13/02/2021,352,313,,,,,,,,,
8470311962146,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962167,Driver from fleet,Munich,Sign up,25/01/2021,Regular,25/01/2021,Bind car,29/01/2021,Available,29/01/2021,Fleet,2019,1013819,null,26/01/2021,null,null,null,null,null,,,,,,,,,
8470311962174,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Bind car,25/01/2021,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962190,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962192,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Bind car,25/01/2021,Not available,null,Offline,null,null,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311962214,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,05/02/2021,14/02/2021,null,192,134,,,,,,,,,
8470311962217,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Bind car,25/01/2021,Not available,null,Fleet,2011,1014309,null,04/05/2021,null,null,15/01/2021,null,null,,,,,,,,,
8470311962222,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Bind car,25/01/2021,Not available,null,Fleet,2011,1014312,null,null,null,null,null,null,null,,,,,,,,,
8470311962224,Driver from fleet,Panama City,Sign up,29/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962224,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,26/01/2021,Bind car,26/01/2021,Available,26/01/2021,Referral,2009,1014089,null,26/01/2021,26/01/2021,15/02/2021,26/01/2021,84,60,,,,,,,,,
8470311962227,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962227,Driver-IE,Munich,Sign up,25/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,26/01/2021,Organic,2014,1014309,null,25/01/2021,26/01/2021,27/01/2021,26/01/2021,3,3,,,,,,,,,
8470311962231,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962237,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962237,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962240,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962243,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962249,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962264,Driver from fleet,Panama City,Sign up,28/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962267,Driver from fleet,Panama City,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962273,Driver from fleet,Munich,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962276,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,27/01/2021,Bind car,01/02/2021,Available,01/02/2021,Organic,null,null,null,25/01/2021,null,null,null,null,null,,,,,,,,,
8470311962278,Driver from fleet,Riyadh,Sign up,25/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311962280,Fleet-llc/IE,Panama City,Sign up,25/01/2021,Regular,25/01/2021,Bind car,12/04/2021,Not available,null,Organic,2013,1013819,Approved,null,null,null,null,null,null,,,,,,,,,
8470311962280,Driver from fleet,Panama City,Sign up,25/01/2021,Regular,25/01/2021,Bind car,25/01/2021,Available,26/01/2021,Offline,2013,1014091,null,25/01/2021,28/01/2021,16/03/2021,28/01/2021,5,4,,,,,,,,,
